Roll_No,Student_Name,Course,SectionNumber,Course_Section,NumberOfSections
SIASUG2023-0153,SIASUG2023-0153,ECON313,1,ECON313,1
SIASUG2023-0161,SIASUG2023-0161,ECON313,1,ECON313,1
SIASUG2023-0170,SIASUG2023-0170,ECON313,1,ECON313,1
SIASUG2023-0196,SIASUG2023-0196,ECON313,1,ECON313,1
SIASUG2023-0205,SIASUG2023-0205,ECON313,1,ECON313,1
SIASUG2023-0209,SIASUG2023-0209,ECON313,1,ECON313,1
SIASUG2023-0231,SIASUG2023-0231,ECON313,1,ECON313,1
SIASUG2023-0248,SIASUG2023-0248,ECON313,1,ECON313,1
SIASUG2023-0252,SIASUG2023-0252,ECON313,1,ECON313,1
SIASUG2023-0271,SIASUG2023-0271,ECON313,1,ECON313,1
SIASUG2023-0275,SIASUG2023-0275,ECON313,1,ECON313,1
SIASUG2023-0278,SIASUG2023-0278,ECON313,1,ECON313,1
SIASUG2023-0279,SIASUG2023-0279,ECON313,1,ECON313,1
SIASUG2023-0280,SIASUG2023-0280,ECON313,1,ECON313,1
SIASUG2023-0284,SIASUG2023-0284,ECON313,1,ECON313,1
SIASUG2023-0286,SIASUG2023-0286,ECON313,1,ECON313,1
SIASUG2023-0297,SIASUG2023-0297,ECON313,1,ECON313,1
SIASUG2023-0299,SIASUG2023-0299,ECON313,1,ECON313,1
SIASUG2023-0300,SIASUG2023-0300,ECON313,1,ECON313,1
SIASUG2023-0301,SIASUG2023-0301,ECON313,1,ECON313,1
SIASUG2022-0007,SIASUG2022-0007,ECON321,1,ECON321,1
SIASUG2022-0048,SIASUG2022-0048,ECON321,1,ECON321,1
SIASUG2022-0063,SIASUG2022-0063,ECON321,1,ECON321,1
SIASUG2022-0067,SIASUG2022-0067,ECON321,1,ECON321,1
SIASUG2022-0093,SIASUG2022-0093,ECON321,1,ECON321,1
SIASUG2022-0095,SIASUG2022-0095,ECON321,1,ECON321,1
SIASUG2022-0099,SIASUG2022-0099,ECON321,1,ECON321,1
SIASUG2022-0103,SIASUG2022-0103,ECON321,1,ECON321,1
SIASUG2022-0122,SIASUG2022-0122,ECON321,1,ECON321,1
SIASUG2022-0124,SIASUG2022-0124,ECON321,1,ECON321,1
SIASUG2022-0131,SIASUG2022-0131,ECON321,1,ECON321,1
SIASUG2022-0156,SIASUG2022-0156,ECON321,1,ECON321,1
SIASUG2022-0165,SIASUG2022-0165,ECON321,1,ECON321,1
SIASUG2022-0177,SIASUG2022-0177,ECON321,1,ECON321,1
SIASUG2022-0180,SIASUG2022-0180,ECON321,1,ECON321,1
SIASUG2023-0001,SIASUG2023-0001,ECON321,1,ECON321,1
SIASUG2023-0007,SIASUG2023-0007,ECON321,1,ECON321,1
SIASUG2023-0019,SIASUG2023-0019,ECON321,1,ECON321,1
SIASUG2023-0037,SIASUG2023-0037,ECON321,1,ECON321,1
SIASUG2023-0061,SIASUG2023-0061,ECON321,1,ECON321,1
SIASUG2023-0077,SIASUG2023-0077,ECON321,1,ECON321,1
SIASUG2023-0085,SIASUG2023-0085,ECON321,1,ECON321,1
SIASUG2023-0103,SIASUG2023-0103,ECON321,1,ECON321,1
SIASUG2023-0107,SIASUG2023-0107,ECON321,1,ECON321,1
SIASUG2023-0117,SIASUG2023-0117,ECON321,1,ECON321,1
SIASUG2023-0119,SIASUG2023-0119,ECON321,1,ECON321,1
SIASUG2023-0129,SIASUG2023-0129,ECON321,1,ECON321,1
SIASUG2023-0152,SIASUG2023-0152,ECON321,1,ECON321,1
SIASUG2023-0153,SIASUG2023-0153,ECON321,1,ECON321,1
SIASUG2023-0159,SIASUG2023-0159,ECON321,1,ECON321,1
SIASUG2023-0188,SIASUG2023-0188,ECON321,1,ECON321,1
SIASUG2023-0205,SIASUG2023-0205,ECON321,1,ECON321,1
SIASUG2023-0207,SIASUG2023-0207,ECON321,1,ECON321,1
SIASUG2023-0209,SIASUG2023-0209,ECON321,1,ECON321,1
SIASUG2023-0248,SIASUG2023-0248,ECON321,1,ECON321,1
SIASUG2023-0261,SIASUG2023-0261,ECON321,1,ECON321,1
SIASUG2023-0266,SIASUG2023-0266,ECON321,1,ECON321,1
SIASUG2023-0271,SIASUG2023-0271,ECON321,1,ECON321,1
SIASUG2023-0275,SIASUG2023-0275,ECON321,1,ECON321,1
SIASUG2023-0278,SIASUG2023-0278,ECON321,1,ECON321,1
SIASUG2023-0279,SIASUG2023-0279,ECON321,1,ECON321,1
SIASUG2023-0284,SIASUG2023-0284,ECON321,1,ECON321,1
SIASUG2023-0300,SIASUG2023-0300,ECON321,1,ECON321,1
SIASUG2022-0003,SIASUG2022-0003,ECON323,1,ECON323,1
SIASUG2022-0042,SIASUG2022-0042,ECON323,1,ECON323,1
SIASUG2022-0108,SIASUG2022-0108,ECON323,1,ECON323,1
SIASUG2022-0124,SIASUG2022-0124,ECON323,1,ECON323,1
SIASUG2022-0126,SIASUG2022-0126,ECON323,1,ECON323,1
SIASUG2022-0165,SIASUG2022-0165,ECON323,1,ECON323,1
SIASUG2022-0177,SIASUG2022-0177,ECON323,1,ECON323,1
SIASUG2022-0180,SIASUG2022-0180,ECON323,1,ECON323,1
SIASUG2023-0007,SIASUG2023-0007,ECON323,1,ECON323,1
SIASUG2023-0037,SIASUG2023-0037,ECON323,1,ECON323,1
SIASUG2023-0044,SIASUG2023-0044,ECON323,1,ECON323,1
SIASUG2023-0067,SIASUG2023-0067,ECON323,1,ECON323,1
SIASUG2023-0077,SIASUG2023-0077,ECON323,1,ECON323,1
SIASUG2023-0085,SIASUG2023-0085,ECON323,1,ECON323,1
SIASUG2023-0098,SIASUG2023-0098,ECON323,1,ECON323,1
SIASUG2023-0117,SIASUG2023-0117,ECON323,1,ECON323,1
SIASUG2023-0129,SIASUG2023-0129,ECON323,1,ECON323,1
SIASUG2023-0150,SIASUG2023-0150,ECON323,1,ECON323,1
SIASUG2023-0152,SIASUG2023-0152,ECON323,1,ECON323,1
SIASUG2023-0153,SIASUG2023-0153,ECON323,1,ECON323,1
SIASUG2023-0173,SIASUG2023-0173,ECON323,1,ECON323,1
SIASUG2023-0197,SIASUG2023-0197,ECON323,1,ECON323,1
SIASUG2023-0205,SIASUG2023-0205,ECON323,1,ECON323,1
SIASUG2023-0207,SIASUG2023-0207,ECON323,1,ECON323,1
SIASUG2023-0209,SIASUG2023-0209,ECON323,1,ECON323,1
SIASUG2023-0248,SIASUG2023-0248,ECON323,1,ECON323,1
SIASUG2023-0252,SIASUG2023-0252,ECON323,1,ECON323,1
SIASUG2023-0278,SIASUG2023-0278,ECON323,1,ECON323,1
SIASUG2023-0286,SIASUG2023-0286,ECON323,1,ECON323,1
SIASUG2022-0003,SIASUG2022-0003,ECON330,1,ECON330,1
SIASUG2022-0038,SIASUG2022-0038,ECON330,1,ECON330,1
SIASUG2022-0042,SIASUG2022-0042,ECON330,1,ECON330,1
SIASUG2022-0067,SIASUG2022-0067,ECON330,1,ECON330,1
SIASUG2022-0177,SIASUG2022-0177,ECON330,1,ECON330,1
SIASUG2023-0001,SIASUG2023-0001,ECON330,1,ECON330,1
SIASUG2023-0007,SIASUG2023-0007,ECON330,1,ECON330,1
SIASUG2023-0019,SIASUG2023-0019,ECON330,1,ECON330,1
SIASUG2023-0037,SIASUG2023-0037,ECON330,1,ECON330,1
SIASUG2023-0044,SIASUG2023-0044,ECON330,1,ECON330,1
SIASUG2023-0061,SIASUG2023-0061,ECON330,1,ECON330,1
SIASUG2023-0076,SIASUG2023-0076,ECON330,1,ECON330,1
SIASUG2023-0085,SIASUG2023-0085,ECON330,1,ECON330,1
SIASUG2023-0098,SIASUG2023-0098,ECON330,1,ECON330,1
SIASUG2023-0129,SIASUG2023-0129,ECON330,1,ECON330,1
SIASUG2023-0150,SIASUG2023-0150,ECON330,1,ECON330,1
SIASUG2023-0152,SIASUG2023-0152,ECON330,1,ECON330,1
SIASUG2023-0153,SIASUG2023-0153,ECON330,1,ECON330,1
SIASUG2023-0159,SIASUG2023-0159,ECON330,1,ECON330,1
SIASUG2023-0173,SIASUG2023-0173,ECON330,1,ECON330,1
SIASUG2023-0182,SIASUG2023-0182,ECON330,1,ECON330,1
SIASUG2023-0188,SIASUG2023-0188,ECON330,1,ECON330,1
SIASUG2023-0197,SIASUG2023-0197,ECON330,1,ECON330,1
SIASUG2023-0207,SIASUG2023-0207,ECON330,1,ECON330,1
SIASUG2023-0248,SIASUG2023-0248,ECON330,1,ECON330,1
SIASUG2023-0256,SIASUG2023-0256,ECON330,1,ECON330,1
SIASUG2023-0261,SIASUG2023-0261,ECON330,1,ECON330,1
SIASUG2023-0266,SIASUG2023-0266,ECON330,1,ECON330,1
SIASUG2023-0271,SIASUG2023-0271,ECON330,1,ECON330,1
SIASUG2023-0275,SIASUG2023-0275,ECON330,1,ECON330,1
SIASUG2023-0278,SIASUG2023-0278,ECON330,1,ECON330,1
SIASUG2023-0301,SIASUG2023-0301,ECON330,1,ECON330,1
SIASUG2021-0026,SIASUG2021-0026,ENVS206,1,ENVS206,1
SIASUG2022-0131,SIASUG2022-0131,ENVS206,1,ENVS206,1
SIASUG2023-0005,SIASUG2023-0005,ENVS206,1,ENVS206,1
SIASUG2023-0049,SIASUG2023-0049,ENVS206,1,ENVS206,1
SIASUG2023-0052,SIASUG2023-0052,ENVS206,1,ENVS206,1
SIASUG2023-0069,SIASUG2023-0069,ENVS206,1,ENVS206,1
SIASUG2023-0081,SIASUG2023-0081,ENVS206,1,ENVS206,1
SIASUG2023-0141,SIASUG2023-0141,ENVS206,1,ENVS206,1
SIASUG2023-0186,SIASUG2023-0186,ENVS206,1,ENVS206,1
SIASUG2023-0238,SIASUG2023-0238,ENVS206,1,ENVS206,1
SIASUG2024-015,SIASUG2024-015,ENVS206,1,ENVS206,1
SIASUG2024-022,SIASUG2024-022,ENVS206,1,ENVS206,1
SIASUG2024-047,SIASUG2024-047,ENVS206,1,ENVS206,1
SIASUG2024-062,SIASUG2024-062,ENVS206,1,ENVS206,1
SIASUG2024-126,SIASUG2024-126,ENVS206,1,ENVS206,1
SIASUG2024-132,SIASUG2024-132,ENVS206,1,ENVS206,1
SIASUG2024-143,SIASUG2024-143,ENVS206,1,ENVS206,1
SIASUG2024-165,SIASUG2024-165,ENVS206,1,ENVS206,1
SIASUG2024-176,SIASUG2024-176,ENVS206,1,ENVS206,1
SIASUG2024-198,SIASUG2024-198,ENVS206,1,ENVS206,1
SIASUG2024-212,SIASUG2024-212,ENVS206,1,ENVS206,1
SIASUG2021-0113,SIASUG2021-0113,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2022-0063,SIASUG2022-0063,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2022-0173,SIASUG2022-0173,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0005,SIASUG2023-0005,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0020,SIASUG2023-0020,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0028,SIASUG2023-0028,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0029,SIASUG2023-0029,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0049,SIASUG2023-0049,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0070,SIASUG2023-0070,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0081,SIASUG2023-0081,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0141,SIASUG2023-0141,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0149,SIASUG2023-0149,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0186,SIASUG2023-0186,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0204,SIASUG2023-0204,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0238,SIASUG2023-0238,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2023-0269,SIASUG2023-0269,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2024-126,SIASUG2024-126,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2024-165,SIASUG2024-165,ENVS221|LITT242,1,ENVS221|LITT242,1
SIASUG2021-0181,SIASUG2021-0181,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0022,SIASUG2022-0022,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0047,SIASUG2022-0047,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0072,SIASUG2022-0072,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0119,SIASUG2022-0119,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0127,SIASUG2022-0127,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0129,SIASUG2022-0129,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0130,SIASUG2022-0130,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0133,SIASUG2022-0133,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0164,SIASUG2022-0164,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0173,SIASUG2022-0173,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0174,SIASUG2022-0174,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0182,SIASUG2022-0182,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0191,SIASUG2022-0191,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0016,SIASUG2023-0016,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0020,SIASUG2023-0020,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0186,SIASUG2023-0186,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0193,SIASUG2023-0193,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0202,SIASUG2023-0202,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0269,SIASUG2023-0269,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0285,SIASUG2023-0285,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2023-0298,SIASUG2023-0298,ENVS232|SOCL232|HIST232|POLT232,1,ENVS232|SOCL232|HIST232|POLT232,1
SIASUG2022-0063,SIASUG2022-0063,ENVS235,1,ENVS235,1
SIASUG2022-0131,SIASUG2022-0131,ENVS235,1,ENVS235,1
SIASUG2022-0164,SIASUG2022-0164,ENVS235,1,ENVS235,1
SIASUG2023-0020,SIASUG2023-0020,ENVS235,1,ENVS235,1
SIASUG2023-0028,SIASUG2023-0028,ENVS235,1,ENVS235,1
SIASUG2023-0029,SIASUG2023-0029,ENVS235,1,ENVS235,1
SIASUG2023-0052,SIASUG2023-0052,ENVS235,1,ENVS235,1
SIASUG2023-0069,SIASUG2023-0069,ENVS235,1,ENVS235,1
SIASUG2023-0070,SIASUG2023-0070,ENVS235,1,ENVS235,1
SIASUG2023-0081,SIASUG2023-0081,ENVS235,1,ENVS235,1
SIASUG2023-0084,SIASUG2023-0084,ENVS235,1,ENVS235,1
SIASUG2023-0086,SIASUG2023-0086,ENVS235,1,ENVS235,1
SIASUG2023-0141,SIASUG2023-0141,ENVS235,1,ENVS235,1
SIASUG2023-0149,SIASUG2023-0149,ENVS235,1,ENVS235,1
SIASUG2023-0202,SIASUG2023-0202,ENVS235,1,ENVS235,1
SIASUG2023-0204,SIASUG2023-0204,ENVS235,1,ENVS235,1
SIASUG2023-0241,SIASUG2023-0241,ENVS235,1,ENVS235,1
SIASUG2023-0246,SIASUG2023-0246,ENVS235,1,ENVS235,1
SIASUG2023-0269,SIASUG2023-0269,ENVS235,1,ENVS235,1
SIASUG2023-0295,SIASUG2023-0295,ENVS235,1,ENVS235,1
SIASUG2024-022,SIASUG2024-022,ENVS235,1,ENVS235,1
SIASUG2024-024,SIASUG2024-024,ENVS235,1,ENVS235,1
SIASUG2024-047,SIASUG2024-047,ENVS235,1,ENVS235,1
SIASUG2024-062,SIASUG2024-062,ENVS235,1,ENVS235,1
SIASUG2024-076,SIASUG2024-076,ENVS235,1,ENVS235,1
SIASUG2024-120,SIASUG2024-120,ENVS235,1,ENVS235,1
SIASUG2024-126,SIASUG2024-126,ENVS235,1,ENVS235,1
SIASUG2024-132,SIASUG2024-132,ENVS235,1,ENVS235,1
SIASUG2024-159,SIASUG2024-159,ENVS235,1,ENVS235,1
SIASUG2024-165,SIASUG2024-165,ENVS235,1,ENVS235,1
SIASUG2024-176,SIASUG2024-176,ENVS235,1,ENVS235,1
SIASUG2024-198,SIASUG2024-198,ENVS235,1,ENVS235,1
SIASUG2024-212,SIASUG2024-212,ENVS235,1,ENVS235,1
SIASUG2024-217,SIASUG2024-217,ENVS235,1,ENVS235,1
SIASUG2021-0026,SIASUG2021-0026,ENVS310,1,ENVS310,1
SIASUG2022-0007,SIASUG2022-0007,ENVS310,1,ENVS310,1
SIASUG2022-0133,SIASUG2022-0133,ENVS310,1,ENVS310,1
SIASUG2022-0164,SIASUG2022-0164,ENVS310,1,ENVS310,1
SIASUG2023-0133,SIASUG2023-0133,ENVS310,1,ENVS310,1
SIASUG2023-0193,SIASUG2023-0193,ENVS310,1,ENVS310,1
SIASUG2023-0202,SIASUG2023-0202,ENVS310,1,ENVS310,1
SIASUG2023-0285,SIASUG2023-0285,ENVS310,1,ENVS310,1
SIASUG2023-0298,SIASUG2023-0298,ENVS310,1,ENVS310,1
SIASUG2022-0038,SIASUG2022-0038,ENVS336,1,ENVS336,1
SIASUG2022-0047,SIASUG2022-0047,ENVS336,1,ENVS336,1
SIASUG2022-0068,SIASUG2022-0068,ENVS336,1,ENVS336,1
SIASUG2022-0072,SIASUG2022-0072,ENVS336,1,ENVS336,1
SIASUG2022-0091,SIASUG2022-0091,ENVS336,1,ENVS336,1
SIASUG2022-0104,SIASUG2022-0104,ENVS336,1,ENVS336,1
SIASUG2022-0130,SIASUG2022-0130,ENVS336,1,ENVS336,1
SIASUG2022-0167,SIASUG2022-0167,ENVS336,1,ENVS336,1
SIASUG2022-0191,SIASUG2022-0191,ENVS336,1,ENVS336,1
SIASUG2023-0016,SIASUG2023-0016,ENVS336,1,ENVS336,1
SIASUG2023-0069,SIASUG2023-0069,ENVS336,1,ENVS336,1
SIASUG2023-0081,SIASUG2023-0081,ENVS336,1,ENVS336,1
SIASUG2023-0133,SIASUG2023-0133,ENVS336,1,ENVS336,1
SIASUG2023-0186,SIASUG2023-0186,ENVS336,1,ENVS336,1
SIASUG2023-0193,SIASUG2023-0193,ENVS336,1,ENVS336,1
SIASUG2023-0202,SIASUG2023-0202,ENVS336,1,ENVS336,1
SIASUG2023-0258,SIASUG2023-0258,ENVS336,1,ENVS336,1
SIASUG2023-0285,SIASUG2023-0285,ENVS336,1,ENVS336,1
SIASUG2023-0295,SIASUG2023-0295,ENVS336,1,ENVS336,1
SIASUG2023-0298,SIASUG2023-0298,ENVS336,1,ENVS336,1
SIASUG2022-0038,SIASUG2022-0038,ENVS337,1,ENVS337,1
SIASUG2022-0068,SIASUG2022-0068,ENVS337,1,ENVS337,1
SIASUG2022-0130,SIASUG2022-0130,ENVS337,1,ENVS337,1
SIASUG2022-0167,SIASUG2022-0167,ENVS337,1,ENVS337,1
SIASUG2022-0191,SIASUG2022-0191,ENVS337,1,ENVS337,1
SIASUG2023-0029,SIASUG2023-0029,ENVS337,1,ENVS337,1
SIASUG2023-0086,SIASUG2023-0086,ENVS337,1,ENVS337,1
SIASUG2023-0133,SIASUG2023-0133,ENVS337,1,ENVS337,1
SIASUG2023-0285,SIASUG2023-0285,ENVS337,1,ENVS337,1
SIASUG2022-0006,SIASUG2022-0006,HIST206,1,HIST206,1
SIASUG2023-0021,SIASUG2023-0021,HIST206,1,HIST206,1
SIASUG2023-0053,SIASUG2023-0053,HIST206,1,HIST206,1
SIASUG2023-0138,SIASUG2023-0138,HIST206,1,HIST206,1
SIASUG2024-063,SIASUG2024-063,HIST206,1,HIST206,1
SIASUG2024-065,SIASUG2024-065,HIST206,1,HIST206,1
SIASUG2024-075,SIASUG2024-075,HIST206,1,HIST206,1
SIASUG2024-092,SIASUG2024-092,HIST206,1,HIST206,1
SIASUG2024-111,SIASUG2024-111,HIST206,1,HIST206,1
SIASUG2024-115,SIASUG2024-115,HIST206,1,HIST206,1
SIASUG2024-139,SIASUG2024-139,HIST206,1,HIST206,1
SIASUG2024-183,SIASUG2024-183,HIST206,1,HIST206,1
SIASUG2024-201,SIASUG2024-201,HIST206,1,HIST206,1
SIASUG2024-207,SIASUG2024-207,HIST206,1,HIST206,1
SIASUG2024-223,SIASUG2024-223,HIST206,1,HIST206,1
SIASUG2022-0006,SIASUG2022-0006,HIST210,1,HIST210,1
SIASUG2022-0022,SIASUG2022-0022,HIST210,1,HIST210,1
SIASUG2022-0051,SIASUG2022-0051,HIST210,1,HIST210,1
SIASUG2023-0023,SIASUG2023-0023,HIST210,1,HIST210,1
SIASUG2023-0225,SIASUG2023-0225,HIST210,1,HIST210,1
SIASUG2023-0279,SIASUG2023-0279,HIST210,1,HIST210,1
SIASUG2023-0288,SIASUG2023-0288,HIST210,1,HIST210,1
SIASUG2024-018,SIASUG2024-018,HIST210,1,HIST210,1
SIASUG2024-063,SIASUG2024-063,HIST210,1,HIST210,1
SIASUG2024-065,SIASUG2024-065,HIST210,1,HIST210,1
SIASUG2024-075,SIASUG2024-075,HIST210,1,HIST210,1
SIASUG2024-092,SIASUG2024-092,HIST210,1,HIST210,1
SIASUG2024-111,SIASUG2024-111,HIST210,1,HIST210,1
SIASUG2024-115,SIASUG2024-115,HIST210,1,HIST210,1
SIASUG2024-139,SIASUG2024-139,HIST210,1,HIST210,1
SIASUG2024-181,SIASUG2024-181,HIST210,1,HIST210,1
SIASUG2024-183,SIASUG2024-183,HIST210,1,HIST210,1
SIASUG2024-207,SIASUG2024-207,HIST210,1,HIST210,1
SIASUG2024-223,SIASUG2024-223,HIST210,1,HIST210,1
SIASUG2024-242,SIASUG2024-242,HIST210,1,HIST210,1
SIASUG2022-0084,SIASUG2022-0084,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2022-0099,SIASUG2022-0099,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2022-0119,SIASUG2022-0119,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2022-0144,SIASUG2022-0144,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0067,SIASUG2023-0067,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0092,SIASUG2023-0092,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0138,SIASUG2023-0138,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0160,SIASUG2023-0160,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0214,SIASUG2023-0214,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0278,SIASUG2023-0278,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2023-0279,SIASUG2023-0279,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2024-065,SIASUG2024-065,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2024-207,SIASUG2024-207,HIST211|ECON205,1,HIST211|ECON205,1
SIASUG2022-0043,SIASUG2022-0043,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2022-0082,SIASUG2022-0082,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2022-0084,SIASUG2022-0084,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2022-0128,SIASUG2022-0128,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2022-0137,SIASUG2022-0137,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2022-0174,SIASUG2022-0174,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2023-0015,SIASUG2023-0015,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2023-0039,SIASUG2023-0039,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2023-0093,SIASUG2023-0093,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2023-0114,SIASUG2023-0114,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2023-0139,SIASUG2023-0139,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2024-029,SIASUG2024-029,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2024-179,SIASUG2024-179,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2024-226,SIASUG2024-226,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2024-227,SIASUG2024-227,HIST314|SOCL351|POLT351,1,HIST314|SOCL351|POLT351,1
SIASUG2021-0113,SIASUG2021-0113,HIST339,1,HIST339,1
SIASUG2022-0021,SIASUG2022-0021,HIST339,1,HIST339,1
SIASUG2022-0128,SIASUG2022-0128,HIST339,1,HIST339,1
SIASUG2023-0180,SIASUG2023-0180,HIST339,1,HIST339,1
SIASUG2023-0186,SIASUG2023-0186,HIST339,1,HIST339,1
SIASUG2024-139,SIASUG2024-139,HIST339,1,HIST339,1
SIASUG2024-165,SIASUG2024-165,KCCS101-WOC,1,KCCS101-WOC-A,13
SIASUG2024-238,SIASUG2024-238,KCCS101-WOC,1,KCCS101-WOC-A,13
SIASUG2023-0172,SIASUG2023-0172,KCCS101-WOC,2,KCCS101-WOC-B,13
SIASUG2024-101,SIASUG2024-101,KCCS101-WOC,2,KCCS101-WOC-B,13
SIASUG2024-106,SIASUG2024-106,KCCS101-WOC,3,KCCS101-WOC-C,13
SIASUG2024-145,SIASUG2024-145,KCCS101-WOC,3,KCCS101-WOC-C,13
SIASUG2024-012,SIASUG2024-012,KCCS101-WOC,4,KCCS101-WOC-D,13
SIASUG2024-249,SIASUG2024-249,KCCS101-WOC,4,KCCS101-WOC-D,13
SIASUG2024-032,SIASUG2024-032,KCCS101-WOC,5,KCCS101-WOC-E,13
SIASUG2024-086,SIASUG2024-086,KCCS101-WOC,5,KCCS101-WOC-E,13
SIASUG2024-168,SIASUG2024-168,KCCS101-WOC,6,KCCS101-WOC-F,13
SIASUG2024-169,SIASUG2024-169,KCCS101-WOC,6,KCCS101-WOC-F,13
SIASUG2024-181,SIASUG2024-181,KCCS101-WOC,7,KCCS101-WOC-G,13
SIASUG2024-223,SIASUG2024-223,KCCS101-WOC,7,KCCS101-WOC-G,13
SIASUG2024-050,SIASUG2024-050,KCCS101-WOC,8,KCCS101-WOC-H,13
